Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %,SOS
Temple,22.9,0.337,19,0.312,61.2,0.449,59.2,0.463,16.2,15.8,16.3,17,0.684,9.1,10.8,68.7,9.5,9.3,24,25.4,0.636,0.643,5.7
Tennessee,22.6,0.327,21.4,0.342,62.2,0.474,61.2,0.471,19.5,20.3,21.2,22.8,0.725,11.3,12.4,73,10.9,11.1,23.9,24.9,0.441,0.571,6.3
Texas,20.6,0.341,18.4,0.345,57.1,0.484,55.9,0.457,20.8,20.3,22.5,21.4,0.666,10.3,12.4,68.6,9.8,9.5,22.2,23,0.606,0.6,10.1
Texas A&M,22.3,0.341,22.9,0.334,59.7,0.513,57.2,0.456,18.1,19.6,22.7,18.5,0.672,12.1,14.4,71.4,11.2,9,24.9,21.9,0.757,0.583,8.3
Texas State,14.5,0.321,18.4,0.351,54.3,0.46,52.8,0.479,18.3,19,20.5,18.8,0.675,11.6,13.5,66.8,9.2,8,21.8,22.7,0.448,0.444,-3.4
Texas Tech,16.7,0.346,21.6,0.356,54.8,0.492,57.1,0.472,18.4,20.9,23.2,18.8,0.742,11.9,12.5,69.1,8.7,9.4,22.8,21.1,0.594,0.667,8.3
TN Martin,22,0.344,25.9,0.338,56.3,0.498,58.7,0.508,17.8,18.3,20.1,17.6,0.715,12.2,11.5,69,9,9.5,24.1,23.1,0.546,0.667,-4.1
TN State,16.6,0.341,22.5,0.368,56.4,0.501,54.3,0.454,20.8,19.9,23.4,23.2,0.698,13.4,15.2,71.5,9.9,8.5,23.9,22.7,0.621,0.571,-4.5
TN Tech,23.7,0.359,21.6,0.364,55.5,0.513,61.7,0.485,19.1,20.9,24.4,20.2,0.747,12.5,11.1,71.6,7.9,10.9,24.5,23.1,0.586,1,-3.5
Toledo,22.3,0.363,21.6,0.389,58.7,0.517,58.4,0.466,17.3,19.7,20.1,16.8,0.748,11.7,12.1,71.5,8,7.5,24.5,23.6,0.516,0.25,-1.2
Towson,17,0.321,18.5,0.351,56.7,0.463,53.9,0.462,20.8,20.8,25.5,22.1,0.673,12,11.8,68.5,12.6,7.6,23.2,21.2,0.581,0.546,-1.7
Troy,22,0.312,21.1,0.362,58.5,0.453,59.2,0.49,18.7,19.9,22.2,20.8,0.634,11.7,12.3,71.5,9.1,10.1,23,25.9,0.241,0.3,-3.7
Tulane,21.1,0.3,17.7,0.353,59.4,0.45,57.4,0.469,19.1,17.6,18.3,21.1,0.676,13.2,13,71.1,10.4,9.1,23.5,24.5,0.353,0.833,1
*Tulsa,21,0.326,21,0.359,57.8,0.511,56.8,0.45,17.6,20.3,22.8,19.7,0.677,10.7,14.1,70.9,8.4,9.3,23.4,24.5,0.625,0.333,5.3
TX A&M-CC,19,0.341,19.9,0.352,57.6,0.482,54.4,0.466,21.1,20,21.7,24.2,0.741,12.3,15.5,71.1,9.5,9.9,22,23.2,0.742,0.8,-3.9
TX Christian,16.9,0.335,19.6,0.348,54.8,0.437,54.7,0.502,20.5,22.4,25,22.6,0.671,14.5,14.6,71.5,9.4,8.9,21.4,24.4,0.364,0.6,5.6
TX El Paso,18.8,0.365,24.1,0.342,58.2,0.513,61.2,0.483,20.4,20.7,23.8,22.4,0.664,12.5,14,74.8,7.5,10.8,25.2,26,0.563,0.714,-4.8
TX Southern,19.9,0.338,19.5,0.334,56.2,0.523,60.4,0.487,15.3,21.3,23.3,14.8,0.631,13.1,10.8,69.7,10.8,8.4,23.4,21.2,0.546,0.5,-4
TX-Arlington,26.9,0.325,23.7,0.337,64,0.495,57.1,0.444,21,19.8,22,24.7,0.702,13.8,14.8,75.3,12.7,8.5,27,23.5,0.677,0.667,-0.6
TX-Pan Am,21.1,0.331,19.1,0.35,56.7,0.457,62.7,0.519,17.9,16.6,16.8,19.5,0.672,12,9.8,69.8,7.4,11.6,22.1,26.4,0.185,1,-9
TX-San Ant,21.7,0.321,21.1,0.413,59.8,0.465,57,0.569,21.9,20.6,22.3,26.3,0.701,13.3,12.6,74.9,8,8.1,21.6,27.2,0.133,0.6,-7.1
U Mass,22.2,0.33,21.5,0.313,59.5,0.488,60.3,0.49,20.9,19,21.7,24.3,0.699,12.7,12.4,74.5,7.9,9.8,24.8,26,0.438,0.5,2.2
U Penn,23.1,0.304,18.6,0.348,57,0.513,59,0.487,18.4,18.3,18.2,19.8,0.672,13.3,11.4,70.2,8.6,9.6,23.5,24.3,0.37,0.333,-3
UAB,20.5,0.37,21.5,0.331,59.3,0.526,60.4,0.481,17.7,18,19.8,18,0.715,12.5,12.6,71.9,9.6,9.5,24.6,21.8,0.781,0.818,-1.4
UC Davis,15.6,0.359,21,0.317,53.7,0.455,56.5,0.487,18,18.7,18,18,0.64,14.1,13.5,69.6,7,8.6,23.6,24.5,0.321,0.5,-3
UC Irvine,17.3,0.367,21.4,0.332,56.3,0.493,57.9,0.416,18.8,18.8,19.7,20.1,0.682,12.5,11.8,69.8,8.6,9.2,26,22.6,0.722,0.778,1.1
UC Riverside,21.4,0.345,17.8,0.348,54.8,0.47,56.1,0.477,19.8,18.4,20.2,21.5,0.711,13.4,11.6,69.6,8.4,8.1,23.3,23.2,0.387,0.5,-3.6
UCLA,17.2,0.363,23.7,0.354,63,0.488,62.6,0.476,18.6,19.3,20.3,21.2,0.691,12.2,11.6,73.9,10.9,10.3,25.6,24.2,0.469,0.4,7.4
UCSB,21.1,0.358,22.7,0.3,58.5,0.484,55.6,0.478,19.9,16.7,16.1,23.3,0.708,12.6,11.9,70.2,8.5,8.5,25.1,23.5,0.563,0.8,1.9
UMKC,19.4,0.368,20.4,0.351,56.8,0.455,55.2,0.489,20.9,19.1,20,24.3,0.683,13.1,11.6,69.5,9.9,9,22.1,22.6,0.321,0.429,-4.8
UNLV,23.1,0.328,19.5,0.327,60.2,0.501,60.9,0.461,21.4,21.7,24.6,24.5,0.69,14.3,14.5,77.2,9.4,9.4,25.4,25.6,0.516,0.364,2
USC,20.2,0.387,22.5,0.325,62.9,0.494,65.1,0.466,17.4,19.4,22.1,18.4,0.676,12.2,12.2,75.4,9.9,11,26,23.4,0.618,0.5,6.8
Utah,20.6,0.363,19.6,0.371,55.2,0.555,61.5,0.445,15.4,19.7,20.9,14.2,0.724,12.3,10.4,69.6,8.2,8.7,25.1,20.5,0.743,0.778,8.2
Utah State,22.2,0.379,21.1,0.352,57.1,0.492,57.7,0.501,17.8,17.9,19.2,19.2,0.698,11.9,11.2,69.3,8.9,8.6,23.5,23.3,0.483,0.375,0.4
Utah Val St,24.7,0.346,18.5,0.326,60.6,0.463,63.5,0.503,21.4,19,20.9,23.9,0.726,13,12.4,76.4,7.6,10.5,25.3,28.5,0.333,0.429,-6.7
VA Military,26.3,0.325,21,0.374,59.3,0.457,56.7,0.512,19.6,16.6,16,23.4,0.711,12.7,12.9,70.8,8.4,10.2,21.2,26.8,0.222,0.2,-5.4
VA Tech,16.4,0.348,22.2,0.314,55.8,0.491,60,0.501,19.2,22.1,27.5,20.1,0.697,12.7,12.7,72.5,8.9,10,23.3,22.8,0.571,0.615,7.5
Valparaiso,22.5,0.365,18.1,0.339,58.9,0.483,55.8,0.415,20,19.3,20.7,21.6,0.725,13.2,12.7,71.4,10.9,7.1,26.6,21.4,0.8,0.667,2.1
*Vanderbilt,21.6,0.382,18.8,0.294,56.9,0.501,61.6,0.426,19.2,19.7,22.6,21.2,0.695,11.6,9.8,71.2,8.2,10,27.6,23.9,0.576,0.143,9.1
VCU,20.7,0.352,16.6,0.337,62.2,0.501,55,0.485,19.6,17.8,20,20.2,0.692,11.4,14.9,71.9,10.7,8.1,23.6,23.1,0.694,0.375,5.4
Vermont,17.6,0.382,19.2,0.37,55.2,0.526,57.5,0.463,19.6,19.8,21.1,21.5,0.711,13.2,11.6,70.7,7.5,8.8,24.6,21.6,0.611,0.75,-1.3
Villanova,24,0.362,21,0.339,56.2,0.574,56.2,0.441,17,18.9,19.2,16.9,0.782,11,13.8,68.8,7.9,8.8,24.7,20.4,0.875,0.833,11.2
Virginia,15.1,0.402,18.3,0.347,53.1,0.526,50,0.462,16.1,16.7,17,16.7,0.752,9.3,11.6,62.7,7.6,6.8,21.7,19.1,0.784,0.4,11.9
W Carolina,21.1,0.33,20.7,0.356,57.3,0.483,55.7,0.496,21.1,20.2,21.9,25.1,0.708,14.2,14.7,72.3,9.6,10,21.9,23.6,0.419,0.444,-1.8
W Illinois,17.8,0.378,17.2,0.391,56.5,0.46,56.3,0.464,21.1,17.8,18.1,23.9,0.71,12.5,10.5,69.8,7.8,8.3,24.5,24.7,0.292,0.333,-3.5
W Kentucky,18.6,0.363,21.7,0.373,57.2,0.515,61.3,0.504,18.1,19.3,22.7,18.4,0.703,13.2,10.5,71.4,9.9,9,25,20.8,0.5,0.429,-1.9
W Michigan,17.3,0.337,23.3,0.356,56.9,0.463,56.6,0.51,20,21.2,24.9,21.8,0.714,12.5,12,71.6,9.5,7.4,24,23.8,0.367,0.222,-0.9
W Virginia,18.4,0.325,17.8,0.331,60.1,0.503,48.9,0.477,23.4,23.2,27.8,27.1,0.673,14.2,17.8,72.4,14.6,7.6,22.5,20.8,0.743,0.8,11
Wagner,18.1,0.336,17.9,0.327,59,0.464,52.6,0.456,21.9,18.3,19.3,23.3,0.708,13.2,13.9,69.6,12.1,7.8,24,21.5,0.667,0.714,-6.2
Wake Forest,19.9,0.316,20.2,0.334,58.2,0.504,62,0.492,20.9,21,25.1,23.9,0.66,14.5,10.9,73.9,11,10.2,25,23.6,0.355,0.546,7.8
Wash State,17.3,0.346,19,0.359,56.9,0.503,61.1,0.482,20,17,17.7,22.9,0.714,13.9,10.5,73.2,6.7,8.8,23.7,23.6,0.267,0.2,3.3
Washington,22.1,0.331,18.8,0.331,66.6,0.473,64,0.472,23.9,23.1,27.4,28.5,0.725,13.7,16.2,81.2,12.2,12.4,24.3,25.8,0.559,0.539,6.1
Weber State,22.2,0.355,16.4,0.356,52.8,0.553,60.3,0.452,18,21.5,24.2,16.9,0.674,13.7,10.8,70.4,7.8,8.5,27.1,23,0.719,0.571,-3.8
WI-Grn Bay,20.4,0.35,21.3,0.363,65,0.485,62.9,0.5,19.9,21.7,27.4,22.5,0.656,12.2,16.4,79.6,10.9,9.9,23.9,26.3,0.618,0.5,0
WI-Milwkee,25.9,0.359,18.3,0.383,57.4,0.52,58.9,0.487,17.3,20.5,22,17.4,0.775,10.9,10.8,70.6,7.8,7.8,24.5,24,0.581,0.308,-1.2
*Wichita St,22.1,0.323,18,0.327,58,0.492,48.6,0.421,20.2,20.2,21.7,22.1,0.719,9.7,15.4,68.6,9.5,5.9,23.8,22.2,0.735,0.143,5.5
Winthrop,23.9,0.364,20.6,0.327,57.7,0.539,64.3,0.471,19.1,20.4,23.7,20.5,0.751,13,11.5,74.6,7.6,10.6,25.2,23.5,0.69,0.714,-4.5
Wisconsin,18.7,0.349,15.4,0.373,54.8,0.466,53.2,0.448,16.8,19.9,20.8,17.9,0.703,11,12,66,9.6,7.8,22.3,21.8,0.629,0.462,8.9
Wm & Mary,21,0.368,24.6,0.331,55.9,0.547,60.7,0.494,16.8,19.3,20.4,16.9,0.72,10.9,10.4,69.9,6.9,9,26.4,23,0.621,0.375,0.9
Wofford,20.5,0.409,15.5,0.354,53.4,0.458,52.8,0.543,19.4,19.2,20.5,21.9,0.754,12,11.6,67.6,7.5,7.2,21.4,22.2,0.433,0.455,-2
Wright State,20,0.378,17.8,0.33,54.7,0.483,50.7,0.481,22.1,17.8,18,24.5,0.691,11.2,14,69.1,5.2,7.3,23.2,25.5,0.606,0.7,-1.8
Wyoming,26.6,0.372,20.9,0.354,50.4,0.508,56.8,0.484,18.9,22,23.1,22.2,0.714,11.4,10.5,68.6,4.5,8.9,22.3,24.4,0.4,0.546,-0.3
Xavier,20.6,0.363,23.9,0.311,60.4,0.498,59.1,0.486,19.9,22.8,25.2,19.9,0.73,12.6,13.9,74.1,10.7,8.5,26.6,22.3,0.824,0.333,8.4
Yale,17.4,0.36,18.9,0.327,56.1,0.514,55,0.455,17.9,21.6,23.4,18.3,0.673,13.4,11.9,68.8,11.7,7,25.3,18.9,0.759,0.6,3.1
Youngs St,22.3,0.37,23.8,0.346,63.4,0.455,66,0.545,18.4,17.4,18.9,21.4,0.714,11.7,11.8,76.9,7.1,11.3,22.9,28.5,0.3,0.429,-3.9
