Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
TX Christian,14.7,0.319,19.1,0.343,51.9,0.433,57.8,0.498,17.2,20.2,23.3,20.5,0.732,11.7,12.6,67.6,7.2,12.2,20,24.6,0.267,0.25
TX El Paso,13.3,0.326,20,0.305,50,0.512,56.4,0.439,18.3,21.7,26.3,21.3,0.685,13.1,11.3,66.8,8.9,10.8,23.8,20,0.656,0.25
*TX Southern,17.5,0.358,17.9,0.356,54.1,0.507,60.5,0.489,16.7,21.5,26.7,18,0.713,13.2,10.8,70.7,9.5,9.1,22.9,20.7,0.546,0.583
TX-Arlington,23,0.344,23.5,0.381,57.8,0.489,59.3,0.49,20,20,24.4,25.2,0.709,13.4,12.1,73.2,9.5,10.2,23,23.3,0.433,0.462
TX-Pan Am,17.1,0.279,19.5,0.332,56.7,0.468,53.2,0.513,20.6,18.3,20.3,24.7,0.66,12.1,14.3,69.3,9.1,9.8,19.6,24.9,0.258,0.5
TX-San Ant,18.3,0.334,21.6,0.373,51.7,0.466,56,0.543,20.7,21.2,26.7,24.7,0.7,15.9,11.7,70,10.1,9.5,20.6,21.4,0.222,0
U Mass,15.5,0.346,16.2,0.308,59.4,0.5,60.2,0.468,19.7,19.5,23.3,22.4,0.683,13.5,13.5,74.2,9.8,10.1,24.2,22.1,0.727,0.714
U Penn,15.6,0.321,19.6,0.383,54.2,0.503,56.5,0.443,22.6,18.6,21.2,27.9,0.678,16.1,12.8,72.2,7.6,10.9,22.3,22.6,0.286,0.286
UAB,16.3,0.3,20,0.319,61.2,0.455,61.9,0.462,17.7,20.1,25.4,19.1,0.656,13,10.7,72.1,13.8,10,25.9,22.3,0.552,0.5
UC Davis,22,0.349,17.4,0.392,55,0.483,56.1,0.544,19.8,18.6,20.5,21.8,0.689,11.8,12.4,69.6,6.8,9.3,18.6,24.8,0.241,0.571
UC Irvine,16,0.355,16.5,0.332,54.7,0.507,56.5,0.392,18.8,18.1,19.8,22.2,0.628,12.8,9.8,67.4,9.3,9.6,25.6,21.5,0.636,0.5
UC Riverside,14.8,0.297,16.6,0.382,54.8,0.473,55.2,0.459,19.5,18.9,22.9,23.8,0.693,13.3,11.9,69.9,8.7,8.8,21.8,23.4,0.276,0.313
UCLA,16.3,0.38,23.6,0.344,59.4,0.53,56.8,0.486,17.6,18.4,22.7,20.3,0.749,10.2,14.3,72.1,8.5,8.5,24.2,22.1,0.757,0.5
UCSB,17.8,0.387,20.6,0.352,52,0.505,55.1,0.435,18.9,18.5,21.8,21.6,0.713,11.3,10.3,65.5,8.4,9.8,23.2,20.3,0.679,0.667
UMKC,18.6,0.305,20,0.348,56.7,0.494,56.1,0.527,20.7,19.6,23.2,24.3,0.632,13,13.7,72.5,7.5,9.7,21.6,25.4,0.345,0.375
UNLV,17.9,0.329,17.2,0.302,57.7,0.487,61.5,0.442,15.8,19.7,22.8,15.8,0.654,11.1,10.2,68.9,11,10.1,25.6,22.2,0.606,0.546
USC,15.6,0.285,20.8,0.321,56.9,0.496,61.1,0.492,19.8,18.9,24.1,23.7,0.669,14,11.2,73,9.6,10.2,24.6,23.5,0.323,0.5
Utah,17.5,0.345,16.7,0.326,53,0.537,54.9,0.467,17.4,19.1,21.1,19.9,0.741,12.2,12.5,68,7.2,8.8,23.3,21,0.613,0.2
Utah State,16.6,0.409,18.6,0.311,53.9,0.468,56.1,0.482,17.7,17,18.2,18.8,0.739,10.9,7.8,64.4,9.4,8.3,24.8,20.7,0.548,0.2
Utah Val St,18.6,0.335,18,0.328,51.8,0.48,54.5,0.496,16.8,18.3,20,19.3,0.752,10.9,10,64.8,7.4,8.8,23.2,21.5,0.6,0.546
VA Military,26.5,0.318,18.4,0.34,68.1,0.512,66.4,0.494,19.2,19.3,23.5,24.4,0.704,10.4,11.9,78.2,11.6,11.5,24.5,26.9,0.581,0.455
VA Tech,19.2,0.361,23.3,0.326,52.9,0.431,57.6,0.456,16.9,17.7,20.2,19.3,0.648,12.6,8.4,65.9,9.1,9.3,24.4,22.1,0.29,0.2
Valparaiso,18.3,0.35,18,0.341,50.7,0.507,55.6,0.438,21.2,19.7,23.2,24.4,0.732,15,10.7,68.4,8.6,9.3,23.4,19,0.484,0.444
Vanderbilt,19.3,0.319,19.2,0.304,51.5,0.498,57.3,0.458,17.4,17.9,21.2,20.3,0.658,13.4,10.7,66.6,8.4,11,23.1,21.7,0.484,0.546
VCU,21.3,0.349,16,0.303,62.7,0.456,53.4,0.488,19.6,19.3,22.1,21.2,0.674,12.2,18.2,73.1,12.3,8.7,22.8,24.8,0.743,0.286
Vermont,14.7,0.39,16.5,0.325,50.9,0.497,50.7,0.44,18.5,20.8,23.5,20.4,0.719,11.6,12.8,65.1,8.8,7.8,22.1,18.9,0.645,0
Villanova,25.1,0.356,18.4,0.353,56.1,0.538,55.5,0.43,19.7,20.3,25,21.4,0.715,11.9,13.7,70.7,9.8,8.1,24.4,20.7,0.853,0.875
Virginia,15.1,0.368,17,0.323,50.9,0.49,50.6,0.421,16,18.2,21.4,16.5,0.673,10,11.2,62.5,8.8,6.9,23.4,19,0.811,0.556
W Carolina,20.1,0.349,15.6,0.332,59.4,0.461,51.6,0.508,22.9,18.4,21.9,29.9,0.717,12.3,13.6,70.7,11.2,9,20.1,22.6,0.516,0.6
W Illinois,14.3,0.34,16,0.348,47.7,0.483,49,0.469,19.4,17.7,18.6,23.1,0.681,13.6,11.7,64.1,6.4,7.2,21.1,21.2,0.259,0.5
W Kentucky,21.9,0.335,15.8,0.35,55.1,0.459,52.9,0.468,19.2,19.5,23.1,22.8,0.651,13.6,12.7,68.6,10.5,8.4,22.6,22.4,0.613,0.769
W Michigan,17.8,0.326,21.8,0.315,50.8,0.537,57,0.478,18.2,21.3,26.1,19.8,0.719,14.1,12.5,69.1,8.1,9.8,23,19.8,0.688,0.778
W Virginia,20.5,0.381,19.3,0.345,59.8,0.469,56.8,0.5,20.7,20.3,23.4,23.6,0.721,9.8,12.7,70.6,10.5,9.8,22.2,23.5,0.515,0.5
Wagner,16.4,0.337,18.6,0.303,59.5,0.451,57.4,0.436,20.2,18.3,21.8,24.9,0.735,12.7,13,72.2,10.8,9.5,24.2,22.5,0.6,0.286
Wake Forest,15.3,0.329,18,0.314,52.7,0.501,58.2,0.477,19.3,20.9,26.4,22.7,0.65,12.5,11.3,69.4,8.5,10.8,23.1,22.2,0.515,1
Wash State,22.6,0.327,16.3,0.369,52.2,0.453,50.6,0.496,18.4,17.8,19.5,22.6,0.658,11.4,11.1,65,8.1,7.2,21.1,23.3,0.3,0.375
Washington,17.3,0.339,15.3,0.318,58.5,0.491,56.5,0.533,19.3,18.6,21.7,23.4,0.758,11.4,11.3,70.7,9.3,8.4,22,21.7,0.531,0.833
Weber State,18.3,0.394,12.8,0.337,49.2,0.511,56.6,0.47,18.3,19.8,24.5,19.9,0.742,12.3,9,66,7.4,8.6,23.8,20.4,0.586,0.429
WI-Grn Bay,13.4,0.34,18.6,0.324,55.1,0.509,56.9,0.447,17.3,19.2,23.7,19.4,0.72,12.7,13.5,70,9.5,9.4,23.1,20.4,0.75,0.75
WI-Milwkee,21.7,0.327,18.4,0.31,53.4,0.491,56.5,0.504,18.1,21.2,23.9,20.6,0.733,13.6,12.6,70.1,8,9,21.6,23,0.588,0.625
Wichita St,19.7,0.35,19,0.311,53.8,0.523,53.1,0.436,17,20.8,25.2,18.9,0.724,10.5,11.8,66.6,9.9,7.1,25,19.3,0.971,0.75
Winthrop,20.4,0.393,17,0.364,54.9,0.462,52.5,0.517,20,18.9,22.5,23.7,0.717,12.7,13.5,69.5,8.2,8.3,20.5,23,0.567,0.714
Wisconsin,20.8,0.376,14.2,0.341,53.1,0.513,56.2,0.458,15,20.1,22.7,15.2,0.746,8.1,9.7,64.8,7.7,7.9,23.1,21.4,0.79,0.667
Wm & Mary,21.5,0.401,18.8,0.373,51.9,0.529,56.7,0.506,16.4,18,20.8,17.1,0.69,10.5,10.4,65.9,6.7,9,21.6,22.5,0.613,0.7
Wofford,16.1,0.346,14.1,0.329,54,0.474,49.9,0.496,17.5,16.8,17.8,19.7,0.665,10.2,12.3,63.7,8.9,7.9,20.7,21.8,0.567,0.571
Wright State,16.9,0.365,16.2,0.33,49.5,0.493,48.8,0.482,20.2,19.5,21.3,21.9,0.736,13.4,15.5,66.8,6.2,7.8,20.9,22.1,0.559,0.4
Wyoming,16.2,0.349,18.2,0.317,46.2,0.53,53.5,0.456,17.1,19.3,21.1,17.6,0.721,10.4,10.2,62.9,4.2,8.6,21.9,21.1,0.516,0.25
*Xavier,14.7,0.349,19.4,0.352,54.4,0.514,54.4,0.474,19.8,20.2,22.6,21.5,0.688,12.4,11.2,67.7,9.5,8.5,23.1,19.8,0.618,0.8
Yale,16,0.317,18.4,0.362,52.1,0.455,51.4,0.48,19.3,21.6,26.3,21.1,0.693,12.8,12.1,66.8,10.3,7.1,21.9,20.2,0.563,0.778
Youngs St,21.9,0.347,18.6,0.355,55.9,0.523,56.4,0.516,19,19.3,22.3,23.2,0.733,11.2,13,71.1,7.2,8.8,21.3,23.9,0.414,0.385
