Team,3 point attempts,3 point %,3 point attempts allowed,3 point % allowed,field goal attempts,2 point %,field goal attempts allowed,2 point % allowed,Fouls per game,opponent fouls per game,Attempted Free throws,Opponent Attempted Free throws,Free throw %,Turnover,Turnover (Against),Possessions,Offensive rebounds,Offensive rebounds (against),Defensive rebounds,Defensive rebounds (against),Win %,Close game win %
TX El Paso,15.3,0.366,17.8,0.336,52.1,0.507,55.5,0.452,17.2,19.1,22.8,17.7,0.66,12.3,12.3,66.9,8.3,9.3,23.8,21.6,0.667,0.539
TX Southern,16.4,0.322,16,0.344,52.6,0.5,56.7,0.485,17.4,20.8,24.6,18.7,0.661,13,12.3,68.2,8.9,9.7,21,20.6,0.629,0.667
TX-Arlington,20.9,0.313,23.1,0.318,57,0.508,57.1,0.478,21.3,19,21.7,24.1,0.677,14.7,13.8,72.2,9.3,10.6,23.5,22.3,0.5,0.429
TX-Pan Am,14,0.282,19.4,0.341,51.6,0.456,54.9,0.501,18.1,18.4,19.9,19.4,0.676,13.3,12.1,66,8.1,10.6,19.5,22.6,0.25,0.5
TX-San Ant,19.4,0.326,22.1,0.367,55.9,0.472,55.4,0.512,16.5,20.3,23.5,16.4,0.69,12.1,13.5,68.1,10.4,9.1,20.7,21.4,0.429,0.375
U Mass,15.3,0.295,17.1,0.35,55.8,0.484,58.1,0.471,18.5,19.5,23.6,20.5,0.704,14.1,12,70.4,10.3,9.8,23.6,21.5,0.531,0.75
U Penn,16,0.346,19.1,0.376,49.3,0.477,51.5,0.481,19.9,17.1,17.6,20.5,0.676,15,11.5,65,7.3,8,20.7,20.4,0.321,0.286
UAB,16.9,0.332,18.3,0.319,56.1,0.466,57.4,0.474,17.7,18.4,20,19.3,0.737,13.6,13.3,69.2,10.3,10.2,22.9,21.4,0.543,0.462
UC Davis,19.3,0.441,19.3,0.346,49.3,0.517,55.1,0.465,17.9,17.9,19.4,18.4,0.741,13.3,11.4,65.4,6.5,10,21,19,0.767,1
UC Irvine,16.5,0.382,16.1,0.336,54.5,0.478,55.4,0.424,17,16.8,16.4,19.7,0.684,11.7,11.1,65.6,8.7,9.9,23,21.5,0.594,0.333
UC Riverside,19.6,0.33,15.6,0.397,54.8,0.451,52.3,0.446,20.2,18.1,18.5,22.2,0.679,13.3,12.3,67.4,9,8.2,21.7,23,0.414,0.5
UCLA,16.8,0.368,21.9,0.356,58.3,0.474,57,0.454,17.9,18,20.8,18.4,0.676,11.9,12.1,69.4,10.4,8.8,24.4,22.7,0.611,0.667
UCSB,18.3,0.37,17.3,0.354,55.2,0.466,52.2,0.452,19.2,17.7,17.7,20.8,0.734,10.8,11.4,65.3,9.1,8.1,21.9,21.8,0.548,0.556
UMKC,19.7,0.334,18.3,0.336,53.4,0.437,51.5,0.522,19.3,19.7,21.5,20.5,0.696,12.9,15.3,67.1,9.2,9.6,18.8,22.3,0.387,0.444
UNLV,19.3,0.361,17.9,0.351,54.7,0.48,58.6,0.42,16.6,16.9,17.9,17.5,0.664,11.3,10.6,67,7.9,10.2,23.8,23.5,0.531,0.429
USC,16.2,0.329,21.2,0.33,58.2,0.458,60.1,0.472,17.6,17.9,19.7,18.8,0.634,13.9,13.3,71.3,10,11.1,22.6,23.3,0.375,0.385
Utah,18.8,0.401,15.4,0.312,50.3,0.523,52.4,0.414,16.9,19.6,21.8,18,0.705,11.4,11.5,64.2,8.1,8,23.8,18.5,0.735,0.4
Utah State,19.1,0.394,20.6,0.299,51.4,0.485,57.4,0.463,16.2,16.9,18.7,16.7,0.665,10.4,10.8,65.1,5.7,10.9,22.8,23,0.567,0.455
Utah Val St,18.8,0.298,17.6,0.343,50.8,0.444,51.5,0.491,17.5,17.3,16.9,19,0.703,12.6,11.1,63.1,8.2,8.6,20.6,23.1,0.321,0.6
VA Military,34.8,0.314,15.1,0.342,67.4,0.467,61.2,0.539,21.7,18.3,20.1,25.9,0.69,15.2,15.9,80.1,11.7,9.8,21.8,27.5,0.321,0.4
VA Tech,18.8,0.389,21.8,0.351,52.9,0.477,55.9,0.496,18.1,16.6,16.9,18.9,0.64,11.5,12.1,65.9,6.8,10.8,19.5,23,0.333,0.333
Valparaiso,18.1,0.384,19.6,0.334,53.5,0.48,52.6,0.423,16.7,18.1,19.5,17.6,0.683,12,11.9,65.3,9.5,7.5,23.3,19.5,0.807,0.7
Vanderbilt,18.5,0.396,18.2,0.34,50.6,0.515,55.2,0.445,17.3,19,21.4,19,0.713,12.8,11.6,65.5,8.3,10.2,22.2,19,0.588,0.1
VCU,23.7,0.343,18.4,0.345,59.4,0.469,52.6,0.483,19.2,18.7,22.1,19.9,0.657,10.6,16,69.7,10.7,8.5,21.9,24.8,0.722,0.444
Vermont,15.1,0.349,15.2,0.309,49.8,0.517,51.6,0.422,19.2,19.2,21.1,20.9,0.696,13,12.9,65.9,6.9,8.5,23.2,20.3,0.576,0.222
Villanova,23.3,0.389,17.6,0.305,54.2,0.53,54.6,0.453,16.5,19.5,22.6,16.6,0.731,10.6,14.1,67.5,9,8.2,22.4,19.6,0.917,0.714
Virginia,14.2,0.352,18.2,0.309,51.7,0.497,49.8,0.401,14.3,16.3,18.1,14.3,0.726,9.3,10.5,60.2,9.5,6.7,23.7,18.8,0.882,0.667
W Carolina,18.1,0.348,21.1,0.349,57.3,0.472,52.3,0.486,21.2,19,19.8,27.4,0.696,13.6,14,69.4,10.7,10.2,20.8,21.9,0.433,0.625
W Illinois,19.5,0.352,18.3,0.355,54.5,0.412,56.3,0.494,17.3,16.6,16.5,20.9,0.695,12.4,11.3,68.8,5.8,8.8,22.9,27.5,0.231,0.444
W Kentucky,20.9,0.356,20,0.331,56,0.472,56.7,0.481,18.1,19.1,21.7,19.3,0.657,13,12.9,69.7,9.4,9.1,23.9,23.4,0.6,0.455
W Michigan,18.9,0.359,21.9,0.354,52.8,0.499,53.9,0.511,18.4,20.1,22.6,19.8,0.709,11.9,12.4,67.3,8.1,8.4,21,21,0.563,0.667
W Virginia,20.5,0.316,14.9,0.365,61.1,0.455,46.5,0.518,23.5,22.3,24.7,25.8,0.662,12.9,19.3,70.8,14.2,7.9,18.5,22.7,0.714,0.714
Wagner,18.8,0.306,17.7,0.378,60.1,0.44,51.7,0.517,22.8,19.2,20.4,27.6,0.701,13.9,13.7,70.5,12.6,8.5,20.9,22.3,0.31,0.5
Wake Forest,19.2,0.336,20.2,0.338,56.5,0.465,57.3,0.511,18.1,19.6,23.5,20.2,0.638,13.4,11.8,70.8,10,8.1,24.4,23.6,0.406,0.5
Wash State,20.2,0.342,17.7,0.374,55.2,0.487,59.7,0.508,18.4,19.1,21.9,20.3,0.72,11.8,9.6,70.1,7.5,8.7,22.5,23.8,0.419,0.727
Washington,18.7,0.333,17.2,0.331,56.4,0.49,58.6,0.459,17.2,17.8,19.1,18.5,0.683,11.6,11.2,68.3,8.7,10.3,22.5,22.3,0.516,0.5
Weber State,20.3,0.349,15.4,0.359,50.1,0.45,55.6,0.496,18.2,19.4,23,17.5,0.746,13.3,10.8,66.1,8.2,8.7,22.1,21.9,0.393,0.714
WI-Grn Bay,14.4,0.283,15.6,0.337,54.4,0.518,51.6,0.44,18.6,18.4,21.4,20.5,0.64,12,13.5,66.7,9.9,8.1,22.3,20.8,0.71,0.556
WI-Milwkee,20.6,0.332,15.7,0.385,52.3,0.486,56.1,0.485,17.4,18,18.9,17.7,0.735,13,10.8,67.2,7.1,8.1,21.9,22.2,0.429,0.5
Wichita St,19,0.354,14.9,0.354,54.9,0.489,49,0.426,16.7,17.9,19.9,17.9,0.705,9.3,13.2,63.9,9.9,6.6,21.6,20.1,0.853,0.667
Winthrop,22,0.355,19,0.327,56.2,0.492,56.4,0.459,17.8,18,20.2,21.7,0.725,12,12.9,69.3,8.8,10,22.4,22.4,0.552,0.4
Wisconsin,19.7,0.365,13.5,0.376,52.7,0.551,52.3,0.445,12.5,18.2,19.4,11.5,0.766,7.5,9.6,61.1,8.4,6.1,22.4,19.1,0.923,0.667
Wm & Mary,22.2,0.389,20.9,0.353,51.9,0.548,55.2,0.49,16.2,17,18.4,17.6,0.729,11.3,11.5,65.8,6.3,9,22.6,21.4,0.581,0.546
Wofford,17,0.368,15.7,0.309,51.1,0.491,50.1,0.473,17,18.3,19.2,18.2,0.688,10.7,12.5,63.4,7.9,7.5,21.4,20.8,0.788,0.769
Wright State,18.5,0.341,16.7,0.353,52.1,0.49,51.6,0.504,19.2,15.6,16.4,21.2,0.687,12.3,12.9,66.3,6,8.1,20,23.8,0.31,0.222
Wyoming,18.4,0.326,17.9,0.349,46.1,0.544,50.8,0.44,14,18.6,18.6,13.7,0.704,11.2,10.7,61.2,5,6.8,21.3,20.5,0.697,0.727
Xavier,18,0.351,20.4,0.345,54.4,0.537,54.9,0.489,17.8,19.9,20.9,18.3,0.73,12.1,12.5,68.1,8.4,8.1,23.7,20.3,0.622,0.4
Yale,18,0.365,16.8,0.309,50.8,0.473,52.1,0.482,17.7,19.9,20.8,17.2,0.709,12.8,11.9,64.2,9.5,7.8,22.5,19.5,0.667,0.455
Youngs St,18.6,0.356,20.7,0.379,56.6,0.485,57.4,0.517,18.6,17.8,20.3,21.1,0.696,11.8,12.2,70.1,7.6,10,20.3,23.8,0.276,0.75
